optimizer_name,function_id,dimension,target_value,ert,success_rate
cdm-CMA-ES Gissler (2023),3,2,1e-07,2519.333472,1.000000
cdm-CMA-ES Gissler (2023),3,5,1e-07,1201244.16744,0.400000
cdm-CMA-ES Gissler (2023),3,10,1e-07,13031908.9987,0.066667
cdm-CMA-ES Gissler (2023),3,20,1e-07,5601993341,0.000000
cdm-CMA-ES Gissler (2023),8,2,1e-07,458.600016,1.000000
cdm-CMA-ES Gissler (2023),8,5,1e-07,2024.199804,1.000000
cdm-CMA-ES Gissler (2023),8,10,1e-07,8265.066426,1.000000
cdm-CMA-ES Gissler (2023),8,20,1e-07,33056.334976,1.000000
cdm-CMA-ES Gissler (2023),15,2,1e-07,2349.5327,1.000000
cdm-CMA-ES Gissler (2023),15,5,1e-07,25728.19704,1.000000
cdm-CMA-ES Gissler (2023),15,10,1e-07,90147.834294,1.000000
cdm-CMA-ES Gissler (2023),15,20,1e-07,316714.14,0.933333
CG-Fletcher-Reeves-scipy Baudis (2014),1,2,1e-07,11.4,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),1,5,1e-07,21.999996,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),1,20,1e-07,72.000017,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),2,2,1e-07,6190.066675,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),2,5,1e-07,47001034,0.000000
CG-Fletcher-Reeves-scipy Baudis (2014),2,20,1e-07,786010218,0.000000
CG-Fletcher-Reeves-scipy Baudis (2014),3,2,1e-07,12605.266672,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),3,5,1e-07,2154464.66698,0.200000
CG-Fletcher-Reeves-scipy Baudis (2014),3,20,1e-07,15302168322,0.000000
CG-Fletcher-Reeves-scipy Baudis (2014),8,2,1e-07,331.133376,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),8,5,1e-07,6461.399828,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),8,20,1e-07,110581.06742,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),15,2,1e-07,5519.332912,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),15,5,1e-07,186406.123033,1.000000
CG-Fletcher-Reeves-scipy Baudis (2014),15,20,1e-07,920007820000,0.000000
CG-scipy-2019 Varelas (2019),1,2,1e-07,16.666668,1.000000
CG-scipy-2019 Varelas (2019),1,5,1e-07,27.666672,1.000000
CG-scipy-2019 Varelas (2019),1,10,1e-07,53.999998,1.000000
CG-scipy-2019 Varelas (2019),1,20,1e-07,67.999985,1.000000
CG-scipy-2019 Varelas (2019),2,2,1e-07,2183.600008,1.000000
CG-scipy-2019 Varelas (2019),2,5,1e-07,47835754,0.000000
CG-scipy-2019 Varelas (2019),2,10,1e-07,199804410,0.000000
CG-scipy-2019 Varelas (2019),2,20,1e-07,808993644,0.000000
CG-scipy-2019 Varelas (2019),3,2,1e-07,8787.333152,1.000000
CG-scipy-2019 Varelas (2019),3,5,1e-07,827383728,0.000000
CG-scipy-2019 Varelas (2019),3,10,1e-07,3652624695,0.000000
CG-scipy-2019 Varelas (2019),3,20,1e-07,15311318918,0.000000
CG-scipy-2019 Varelas (2019),8,2,1e-07,229.866672,1.000000
CG-scipy-2019 Varelas (2019),8,5,1e-07,1303.73313,1.000000
CG-scipy-2019 Varelas (2019),8,10,1e-07,4690.066233,1.000000
CG-scipy-2019 Varelas (2019),8,20,1e-07,12537.6003,1.000000
CG-scipy-2019 Varelas (2019),15,2,1e-07,13600.866904,1.000000
CG-scipy-2019 Varelas (2019),15,5,1e-07,10687296035,0.000000
CG-scipy-2019 Varelas (2019),15,10,1e-07,79883337412,0.000000
CG-scipy-2019 Varelas (2019),15,20,1e-07,920929660000,0.000000
CGA-grid100 holtschulte (2013),1,2,1e-07,272683.399998,0.066667
CGA-grid100 holtschulte (2013),1,5,1e-07,3000000,0.000000
CGA-grid100 holtschulte (2013),1,10,1e-07,11500000,0.000000
CGA-grid100 holtschulte (2013),1,20,1e-07,43000000,0.000000
CGA-grid100 holtschulte (2013),2,2,1e-07,2900000,0.000000
CGA-grid100 holtschulte (2013),2,5,1e-07,23500000,0.000000
CGA-grid100 holtschulte (2013),2,10,1e-07,97500000,0.000000
CGA-grid100 holtschulte (2013),2,20,1e-07,393000000,0.000000
CGA-grid100 holtschulte (2013),3,2,1e-07,46400000,0.000000
CGA-grid100 holtschulte (2013),3,5,1e-07,413500000,0.000000
CGA-grid100 holtschulte (2013),3,10,1e-07,1825500000,0.000000
CGA-grid100 holtschulte (2013),3,20,1e-07,7651000000,0.000000
CGA-grid100 holtschulte (2013),8,2,1e-07,11200000,0.000000
CGA-grid100 holtschulte (2013),8,5,1e-07,105500000,0.000000
CGA-grid100 holtschulte (2013),8,10,1e-07,671500000,0.000000
CGA-grid100 holtschulte (2013),8,20,1e-07,4484000000,0.000000
CGA-grid100 holtschulte (2013),15,2,1e-07,141200000,0.000000
CGA-grid100 holtschulte (2013),15,5,1e-07,5339750000,0.000000
CGA-grid100 holtschulte (2013),15,10,1e-07,39917000000,0.000000
CGA-grid100 holtschulte (2013),15,20,1e-07,460000000000,0.000000
CGA-grid16 holtschulte (2013),1,2,1e-07,83389.833336,0.200000
CGA-grid16 holtschulte (2013),1,5,1e-07,3652255,0.000000
CGA-grid16 holtschulte (2013),1,10,1e-07,11500000,0.000000
CGA-grid16 holtschulte (2013),1,20,1e-07,43000000,0.000000
CGA-grid16 holtschulte (2013),2,2,1e-07,2900000,0.000000
CGA-grid16 holtschulte (2013),2,5,1e-07,23500000,0.000000
CGA-grid16 holtschulte (2013),2,10,1e-07,97500000,0.000000
CGA-grid16 holtschulte (2013),2,20,1e-07,393000000,0.000000
CGA-grid16 holtschulte (2013),3,2,1e-07,46400000,0.000000
CGA-grid16 holtschulte (2013),3,5,1e-07,413500000,0.000000
CGA-grid16 holtschulte (2013),3,10,1e-07,1825500000,0.000000
CGA-grid16 holtschulte (2013),3,20,1e-07,7651000000,0.000000
CGA-grid16 holtschulte (2013),8,2,1e-07,11200000,0.000000
CGA-grid16 holtschulte (2013),8,5,1e-07,105500000,0.000000
CGA-grid16 holtschulte (2013),8,10,1e-07,671500000,0.000000
CGA-grid16 holtschulte (2013),8,20,1e-07,4484000000,0.000000
CGA-grid16 holtschulte (2013),15,2,1e-07,141200000,0.000000
CGA-grid16 holtschulte (2013),15,5,1e-07,5339750000,0.000000
CGA-grid16 holtschulte (2013),15,10,1e-07,39917000000,0.000000
CGA-grid16 holtschulte (2013),15,20,1e-07,460000000000,0.000000
CGA-ring100 holtschulte (2013),1,2,1e-07,80525.166666,0.200000
CGA-ring100 holtschulte (2013),1,5,1e-07,573297.333336,0.000000
CGA-ring100 holtschulte (2013),1,10,1e-07,11500000,0.000000
CGA-ring100 holtschulte (2013),1,20,1e-07,43000000,0.000000
CGA-ring100 holtschulte (2013),2,2,1e-07,2900000,0.000000
CGA-ring100 holtschulte (2013),2,5,1e-07,23500000,0.000000
CGA-ring100 holtschulte (2013),2,10,1e-07,97500000,0.000000
CGA-ring100 holtschulte (2013),2,20,1e-07,393000000,0.000000
CGA-ring100 holtschulte (2013),3,2,1e-07,46400000,0.000000
CGA-ring100 holtschulte (2013),3,5,1e-07,413500000,0.000000
CGA-ring100 holtschulte (2013),3,10,1e-07,1825500000,0.000000
CGA-ring100 holtschulte (2013),3,20,1e-07,7651000000,0.000000
CGA-ring100 holtschulte (2013),8,2,1e-07,11200000,0.000000
CGA-ring100 holtschulte (2013),8,5,1e-07,105500000,0.000000
CGA-ring100 holtschulte (2013),8,10,1e-07,671500000,0.000000
CGA-ring100 holtschulte (2013),8,20,1e-07,4484000000,0.000000
CGA-ring100 holtschulte (2013),15,2,1e-07,141200000,0.000000
CGA-ring100 holtschulte (2013),15,5,1e-07,5339750000,0.000000
CGA-ring100 holtschulte (2013),15,10,1e-07,39917000000,0.000000
CGA-ring100 holtschulte (2013),15,20,1e-07,460000000000,0.000000
CGA-ring16 holtschulte (2013),1,2,1e-07,115231.222224,0.266667
CGA-ring16 holtschulte (2013),1,5,1e-07,562527.500004,0.000000
CGA-ring16 holtschulte (2013),1,10,1e-07,7415848.99999,0.000000
CGA-ring16 holtschulte (2013),1,20,1e-07,43000000,0.000000
CGA-ring16 holtschulte (2013),2,2,1e-07,2900000,0.000000
CGA-ring16 holtschulte (2013),2,5,1e-07,23500000,0.000000
CGA-ring16 holtschulte (2013),2,10,1e-07,97500000,0.000000
CGA-ring16 holtschulte (2013),2,20,1e-07,393000000,0.000000
CGA-ring16 holtschulte (2013),3,2,1e-07,46400000,0.000000
CGA-ring16 holtschulte (2013),3,5,1e-07,413500000,0.000000
CGA-ring16 holtschulte (2013),3,10,1e-07,1825500000,0.000000
CGA-ring16 holtschulte (2013),3,20,1e-07,7651000000,0.000000
CGA-ring16 holtschulte (2013),8,2,1e-07,11200000,0.000000
CGA-ring16 holtschulte (2013),8,5,1e-07,105500000,0.000000
CGA-ring16 holtschulte (2013),8,10,1e-07,671500000,0.000000
CGA-ring16 holtschulte (2013),8,20,1e-07,4484000000,0.000000
CGA-ring16 holtschulte (2013),15,2,1e-07,141200000,0.000000
CGA-ring16 holtschulte (2013),15,5,1e-07,5339750000,0.000000
CGA-ring16 holtschulte (2013),15,10,1e-07,39917000000,0.000000
CGA-ring16 holtschulte (2013),15,20,1e-07,460000000000,0.000000
CMA brockhoff (2012),1,2,1e-07,225.933336,1.000000
CMA brockhoff (2012),1,5,1e-07,658.933332,1.000000
CMA brockhoff (2012),1,10,1e-07,1321.333325,1.000000
CMA brockhoff (2012),1,20,1e-07,2389.00002,1.000000
CMA brockhoff (2012),2,2,1e-07,643.133319,1.000000
CMA brockhoff (2012),2,5,1e-07,2138.399984,1.000000
CMA brockhoff (2012),2,10,1e-07,5930.733315,1.000000
CMA brockhoff (2012),2,20,1e-07,18842.599971,1.000000
CMA brockhoff (2012),3,2,1e-07,4173.933344,1.000000
CMA brockhoff (2012),3,5,1e-07,1177730.33281,0.400000
CMA brockhoff (2012),3,10,1e-07,9752619.99944,0.133333
CMA brockhoff (2012),3,20,1e-07,20625627008,0.000000
CMA brockhoff (2012),8,2,1e-07,605.399984,1.000000
CMA brockhoff (2012),8,5,1e-07,2645.266488,1.000000
CMA brockhoff (2012),8,10,1e-07,8230.19946,1.000000
CMA brockhoff (2012),8,20,1e-07,22274.933632,1.000000
CMA brockhoff (2012),15,2,1e-07,3536.93292,1.000000
CMA brockhoff (2012),15,5,1e-07,18629.127569,1.000000
CMA brockhoff (2012),15,10,1e-07,65151.170222,1.000000
CMA brockhoff (2012),15,20,1e-07,266039.62,1.000000
cma-bp-bbob Brockhoff (2023),1,2,1e-07,217.266666,1.000000
cma-bp-bbob Brockhoff (2023),1,5,1e-07,636.800004,1.000000
cma-bp-bbob Brockhoff (2023),1,10,1e-07,1296.933338,1.000000
cma-bp-bbob Brockhoff (2023),1,20,1e-07,2454.600003,1.000000
cma-bp-bbob Brockhoff (2023),2,2,1e-07,456.000002,1.000000
cma-bp-bbob Brockhoff (2023),2,5,1e-07,1439.133326,1.000000
cma-bp-bbob Brockhoff (2023),2,10,1e-07,4022.80008,1.000000
cma-bp-bbob Brockhoff (2023),2,20,1e-07,13341.733383,1.000000
cma-bp-bbob Brockhoff (2023),3,2,1e-07,4700.928768,0.933333
cma-bp-bbob Brockhoff (2023),3,5,1e-07,212587.333188,0.200000
cma-bp-bbob Brockhoff (2023),3,10,1e-07,1495120.99905,0.066667
cma-bp-bbob Brockhoff (2023),3,20,1e-07,1531883220,0.000000
cma-bp-bbob Brockhoff (2023),8,2,1e-07,479.666656,1.000000
cma-bp-bbob Brockhoff (2023),8,5,1e-07,1968.533362,1.000000
cma-bp-bbob Brockhoff (2023),8,10,1e-07,5704.600665,1.000000
cma-bp-bbob Brockhoff (2023),8,20,1e-07,17058.934084,1.000000
cma-bp-bbob Brockhoff (2023),15,2,1e-07,5693.00044,0.933333
cma-bp-bbob Brockhoff (2023),15,5,1e-07,19980.661012,1.000000
cma-bp-bbob Brockhoff (2023),15,10,1e-07,73332.957712,0.866667
cma-bp-bbob Brockhoff (2023),15,20,1e-07,921358.84,0.200000
cma-bt-bbob Brockhoff (2023),1,2,1e-07,229.533336,1.000000
cma-bt-bbob Brockhoff (2023),1,5,1e-07,662.000004,1.000000
cma-bt-bbob Brockhoff (2023),1,10,1e-07,1359.466658,1.000000
cma-bt-bbob Brockhoff (2023),1,20,1e-07,2584.733354,1.000000
cma-bt-bbob Brockhoff (2023),2,2,1e-07,454.866653,1.000000
cma-bt-bbob Brockhoff (2023),2,5,1e-07,1361.400026,1.000000
cma-bt-bbob Brockhoff (2023),2,10,1e-07,4160.333385,1.000000
cma-bt-bbob Brockhoff (2023),2,20,1e-07,13246.733493,1.000000
cma-bt-bbob Brockhoff (2023),3,2,1e-07,4625.214176,0.933333
cma-bt-bbob Brockhoff (2023),3,5,1e-07,118694.599408,0.333333
cma-bt-bbob Brockhoff (2023),3,10,1e-07,365578281,0.000000
cma-bt-bbob Brockhoff (2023),3,20,1e-07,1531722549,0.000000
cma-bt-bbob Brockhoff (2023),8,2,1e-07,514.466624,1.000000
cma-bt-bbob Brockhoff (2023),8,5,1e-07,2198.733518,1.000000
cma-bt-bbob Brockhoff (2023),8,10,1e-07,5672.866918,1.000000
cma-bt-bbob Brockhoff (2023),8,20,1e-07,18105.00196,1.000000
cma-bt-bbob Brockhoff (2023),15,2,1e-07,3508.400636,1.000000
cma-bt-bbob Brockhoff (2023),15,5,1e-07,41894.18337,0.733333
cma-bt-bbob Brockhoff (2023),15,10,1e-07,349907.472292,0.266667
cma-bt-bbob Brockhoff (2023),15,20,1e-07,92113620000,0.000000
CMA-ES-2019 Hansen (2020),1,2,1e-07,209.266668,1.000000
CMA-ES-2019 Hansen (2020),1,5,1e-07,615.800004,1.000000
CMA-ES-2019 Hansen (2020),1,10,1e-07,1293.599994,1.000000
CMA-ES-2019 Hansen (2020),1,20,1e-07,2482.266676,1.000000
CMA-ES-2019 Hansen (2020),2,2,1e-07,444.799999,1.000000
CMA-ES-2019 Hansen (2020),2,5,1e-07,1380.866674,1.000000
CMA-ES-2019 Hansen (2020),2,10,1e-07,3994.53327,1.000000
CMA-ES-2019 Hansen (2020),2,20,1e-07,13305.866631,1.000000
CMA-ES-2019 Hansen (2020),3,2,1e-07,3258.60008,1.000000
CMA-ES-2019 Hansen (2020),3,5,1e-07,1181657.16699,0.400000
CMA-ES-2019 Hansen (2020),3,10,1e-07,5662302.00047,0.200000
CMA-ES-2019 Hansen (2020),3,20,1e-07,20033462561,0.000000
CMA-ES-2019 Hansen (2020),8,2,1e-07,459.533312,1.000000
CMA-ES-2019 Hansen (2020),8,5,1e-07,1927.333502,1.000000
CMA-ES-2019 Hansen (2020),8,10,1e-07,5207.599341,1.000000
CMA-ES-2019 Hansen (2020),8,20,1e-07,19430.00154,1.000000
CMA-ES-2019 Hansen (2020),15,2,1e-07,3882.532628,1.000000
CMA-ES-2019 Hansen (2020),15,5,1e-07,16586.267373,1.000000
CMA-ES-2019 Hansen (2020),15,10,1e-07,67008.987236,1.000000
CMA-ES-2019 Hansen (2020),15,20,1e-07,230213.9,1.000000
CMA-ES-Akimoto Gharafi (2022),1,2,1e-07,259.999998,1.000000
CMA-ES-Akimoto Gharafi (2022),1,5,1e-07,656.799996,1.000000
CMA-ES-Akimoto Gharafi (2022),1,10,1e-07,1314.266667,1.000000
CMA-ES-Akimoto Gharafi (2022),1,20,1e-07,2508.533312,1.000000
CMA-ES-Akimoto Gharafi (2022),2,2,1e-07,554.133334,1.000000
CMA-ES-Akimoto Gharafi (2022),2,5,1e-07,1577.866704,1.000000
CMA-ES-Akimoto Gharafi (2022),2,10,1e-07,4091.86674,1.000000
CMA-ES-Akimoto Gharafi (2022),2,20,1e-07,12726.933222,1.000000
CMA-ES-Akimoto Gharafi (2022),3,2,1e-07,1983.066864,1.000000
CMA-ES-Akimoto Gharafi (2022),3,5,1e-07,292842.134018,1.000000
CMA-ES-Akimoto Gharafi (2022),3,10,1e-07,9602931.33243,0.400000
CMA-ES-Akimoto Gharafi (2022),3,20,1e-07,77120894095,0.000000
CMA-ES-Akimoto Gharafi (2022),8,2,1e-07,597.8,1.000000
CMA-ES-Akimoto Gharafi (2022),8,5,1e-07,2418.26678,1.000000
CMA-ES-Akimoto Gharafi (2022),8,10,1e-07,6200.733068,1.000000
CMA-ES-Akimoto Gharafi (2022),8,20,1e-07,17655.265728,1.000000
CMA-ES-Akimoto Gharafi (2022),15,2,1e-07,3049.133516,1.000000
CMA-ES-Akimoto Gharafi (2022),15,5,1e-07,20273.727851,1.000000
CMA-ES-Akimoto Gharafi (2022),15,10,1e-07,78621.241706,1.000000
CMA-ES-Akimoto Gharafi (2022),15,20,1e-07,243590.24,1.000000
CMA-ES-pycma Gharafi (2022),1,2,1e-07,200.599998,1.000000
CMA-ES-pycma Gharafi (2022),1,5,1e-07,599.333328,1.000000
CMA-ES-pycma Gharafi (2022),1,10,1e-07,1301.133322,1.000000
CMA-ES-pycma Gharafi (2022),1,20,1e-07,2478.333337,1.000000
CMA-ES-pycma Gharafi (2022),2,2,1e-07,410.399996,1.000000
CMA-ES-pycma Gharafi (2022),2,5,1e-07,1368.733342,1.000000
CMA-ES-pycma Gharafi (2022),2,10,1e-07,4028.26671,1.000000
CMA-ES-pycma Gharafi (2022),2,20,1e-07,13157.26665,1.000000
CMA-ES-pycma Gharafi (2022),3,2,1e-07,3482.399808,1.000000
CMA-ES-pycma Gharafi (2022),3,5,1e-07,1787470.89951,0.666667
CMA-ES-pycma Gharafi (2022),3,10,1e-07,22599033.3348,0.200000
CMA-ES-pycma Gharafi (2022),3,20,1e-07,76521346433,0.000000
CMA-ES-pycma Gharafi (2022),8,2,1e-07,501.533312,1.000000
CMA-ES-pycma Gharafi (2022),8,5,1e-07,2224.0666,1.000000
CMA-ES-pycma Gharafi (2022),8,10,1e-07,5693.800259,1.000000
CMA-ES-pycma Gharafi (2022),8,20,1e-07,16590.93452,1.000000
CMA-ES-pycma Gharafi (2022),15,2,1e-07,2248.132744,1.000000
CMA-ES-pycma Gharafi (2022),15,5,1e-07,25735.010561,1.000000
CMA-ES-pycma Gharafi (2022),15,10,1e-07,76805.177874,1.000000
CMA-ES-pycma Gharafi (2022),15,20,1e-07,258472.16,1.000000
CMA-ES-python Baudis (2014),1,2,1e-07,290.466666,1.000000
CMA-ES-python Baudis (2014),1,5,1e-07,810.800004,1.000000
CMA-ES-python Baudis (2014),1,20,1e-07,2992.333321,1.000000
CMA-ES-python Baudis (2014),2,2,1e-07,790.600001,1.000000
CMA-ES-python Baudis (2014),2,5,1e-07,2548.200034,1.000000
CMA-ES-python Baudis (2014),2,20,1e-07,21739.066563,1.000000
CMA-ES-python Baudis (2014),3,2,1e-07,5709.666624,1.000000
CMA-ES-python Baudis (2014),3,5,1e-07,568306.555078,0.600000
CMA-ES-python Baudis (2014),3,20,1e-07,15302061208,0.000000
CMA-ES-python Baudis (2014),8,2,1e-07,664.400016,1.000000
CMA-ES-python Baudis (2014),8,5,1e-07,3907.333448,1.000000
CMA-ES-python Baudis (2014),8,20,1e-07,23267.265252,1.000000
CMA-ES-python Baudis (2014),15,2,1e-07,7946.066712,1.000000
CMA-ES-python Baudis (2014),15,5,1e-07,433411.402814,0.666667
CMA-ES-python Baudis (2014),15,20,1e-07,920004140000,0.000000
CMA-ESPLUSSEL auger (2009),1,2,1e-07,171.766668,1.000000
CMA-ESPLUSSEL auger (2009),1,5,1e-07,388.133328,1.000000
CMA-ESPLUSSEL auger (2009),1,10,1e-07,755.533325,1.000000
CMA-ESPLUSSEL auger (2009),1,20,1e-07,1585.933353,1.000000
CMA-ESPLUSSEL auger (2009),2,2,1e-07,454.066659,1.000000
CMA-ESPLUSSEL auger (2009),2,5,1e-07,1420.466712,1.000000
CMA-ESPLUSSEL auger (2009),2,10,1e-07,4789.733325,1.000000
CMA-ESPLUSSEL auger (2009),2,20,1e-07,17229.133362,1.000000
CMA-ESPLUSSEL auger (2009),3,2,1e-07,3633.766816,1.000000
CMA-ESPLUSSEL auger (2009),3,5,1e-07,82701654,0.000000
CMA-ESPLUSSEL auger (2009),3,10,1e-07,365103651,0.000000
CMA-ESPLUSSEL auger (2009),3,20,1e-07,1530207651,0.000000
CMA-ESPLUSSEL auger (2009),8,2,1e-07,450.400048,1.000000
CMA-ESPLUSSEL auger (2009),8,5,1e-07,2111.933182,1.000000
CMA-ESPLUSSEL auger (2009),8,10,1e-07,7403.067248,1.000000
CMA-ESPLUSSEL auger (2009),8,20,1e-07,29737.93284,1.000000
CMA-ESPLUSSEL auger (2009),15,2,1e-07,8040.691892,0.866667
CMA-ESPLUSSEL auger (2009),15,5,1e-07,1067971359,0.000000
CMA-ESPLUSSEL auger (2009),15,10,1e-07,7983479834,0.000000
CMA-ESPLUSSEL auger (2009),15,20,1e-07,92000460000,0.000000
CMAa brockhoff (2012),1,2,1e-07,233.4,1.000000
CMAa brockhoff (2012),1,5,1e-07,618.399996,1.000000
CMAa brockhoff (2012),1,10,1e-07,1317.666665,1.000000
CMAa brockhoff (2012),1,20,1e-07,2497.066674,1.000000
CMAa brockhoff (2012),2,2,1e-07,505.666678,1.000000
CMAa brockhoff (2012),2,5,1e-07,1596.400026,1.000000
CMAa brockhoff (2012),2,10,1e-07,4439.53341,1.000000
CMAa brockhoff (2012),2,20,1e-07,13269.200124,1.000000
CMAa brockhoff (2012),3,2,1e-07,2780.266656,1.000000
CMAa brockhoff (2012),3,5,1e-07,2184736.75058,0.266667
CMAa brockhoff (2012),3,10,1e-07,5137541160,0.000000
CMAa brockhoff (2012),3,20,1e-07,20513157308,0.000000
CMAa brockhoff (2012),8,2,1e-07,583.266656,1.000000
CMAa brockhoff (2012),8,5,1e-07,2325.866504,1.000000
CMAa brockhoff (2012),8,10,1e-07,5427.467243,1.000000
CMAa brockhoff (2012),8,20,1e-07,17957.801208,1.000000
CMAa brockhoff (2012),15,2,1e-07,2467.666268,1.000000
CMAa brockhoff (2012),15,5,1e-07,25920.727066,1.000000
CMAa brockhoff (2012),15,10,1e-07,63185.736976,1.000000
CMAa brockhoff (2012),15,20,1e-07,211880.14,1.000000
CMAEGS finck (2010),1,2,1e-07,774.666666,1.000000
CMAEGS finck (2010),1,5,1e-07,1066.266672,1.000000
CMAEGS finck (2010),1,10,1e-07,1647.799994,1.000000
CMAEGS finck (2010),1,20,1e-07,2930.533334,1.000000
CMAEGS finck (2010),2,2,1e-07,103638.899988,0.666667
CMAEGS finck (2010),2,5,1e-07,7054.73337,1.000000
CMAEGS finck (2010),2,10,1e-07,14255.599995,1.000000
CMAEGS finck (2010),2,20,1e-07,33897.466728,1.000000
CMAEGS finck (2010),3,2,1e-07,1305644.50018,0.133333
CMAEGS finck (2010),3,5,1e-07,827132320,0.000000
CMAEGS finck (2010),3,10,1e-07,3651182550,0.000000
CMAEGS finck (2010),3,20,1e-07,15302306040,0.000000
CMAEGS finck (2010),8,2,1e-07,2764.533296,1.000000
CMAEGS finck (2010),8,5,1e-07,4464.333358,1.000000
CMAEGS finck (2010),8,10,1e-07,13519.733888,0.933333
CMAEGS finck (2010),8,20,1e-07,33322.53212,1.000000
CMAEGS finck (2010),15,2,1e-07,1316826.49945,0.133333
CMAEGS finck (2010),15,5,1e-07,10681208720,0.000000
CMAEGS finck (2010),15,10,1e-07,79840386720,0.000000
CMAEGS finck (2010),15,20,1e-07,920012880000,0.000000
CMAES Hutter hutter (2013),1,2,1e-07,587.599998,0.200000
CMAES Hutter hutter (2013),1,5,1e-07,6072,0.000000
CMAES Hutter hutter (2013),1,10,1e-07,23046,0.000000
CMAES Hutter hutter (2013),1,20,1e-07,86258,0.000000
CMAES Hutter hutter (2013),2,2,1e-07,5974,0.000000
CMAES Hutter hutter (2013),2,5,1e-07,47564,0.000000
CMAES Hutter hutter (2013),2,10,1e-07,195390,0.000000
CMAES Hutter hutter (2013),2,20,1e-07,788358,0.000000
CMAES Hutter hutter (2013),3,2,1e-07,95584,0.000000
CMAES Hutter hutter (2013),3,5,1e-07,836924,0.000000
CMAES Hutter hutter (2013),3,10,1e-07,3658302,0.000000
CMAES Hutter hutter (2013),3,20,1e-07,15347906,0.000000
CMAES Hutter hutter (2013),8,2,1e-07,23072,0.000000
CMAES Hutter hutter (2013),8,5,1e-07,213532,0.000000
CMAES Hutter hutter (2013),8,10,1e-07,1345686,0.000000
CMAES Hutter hutter (2013),8,20,1e-07,8994904,0.000000
CMAES Hutter hutter (2013),15,2,1e-07,290872,0.000000
CMAES Hutter hutter (2013),15,5,1e-07,10807654,0.000000
CMAES Hutter hutter (2013),15,10,1e-07,79993668,0.000000
CMAES Hutter hutter (2013),15,20,1e-07,922760000,0.000000
CMAES posik (2012),1,2,1e-07,247.866666,1.000000
CMAES posik (2012),1,5,1e-07,641.600004,1.000000
CMAES posik (2012),1,10,1e-07,1311.333339,1.000000
CMAES posik (2012),1,20,1e-07,2492.466663,1.000000
CMAES posik (2012),2,2,1e-07,699.999999,1.000000
CMAES posik (2012),2,5,1e-07,2098.133298,1.000000
CMAES posik (2012),2,10,1e-07,6014.133255,1.000000
CMAES posik (2012),2,20,1e-07,19488.666819,1.000000
CMAES posik (2012),3,2,1e-07,4656.66688,1.000000
CMAES posik (2012),3,5,1e-07,480158.166606,0.400000
CMAES posik (2012),3,10,1e-07,1825529208,0.000000
CMAES posik (2012),3,20,1e-07,7651045906,0.000000
CMAES posik (2012),8,2,1e-07,672.266672,1.000000
CMAES posik (2012),8,5,1e-07,2197.86673,1.000000
CMAES posik (2012),8,10,1e-07,6606.066584,1.000000
CMAES posik (2012),8,20,1e-07,21935.198888,1.000000
CMAES posik (2012),15,2,1e-07,4100.733224,1.000000
CMAES posik (2012),15,5,1e-07,298945.113467,0.600000
CMAES posik (2012),15,10,1e-07,39917798340,0.000000
CMAES posik (2012),15,20,1e-07,460003680000,0.000000
CMAES-APOP Nguyen (2017),1,2,1e-07,227.133336,1.000000
CMAES-APOP Nguyen (2017),1,5,1e-07,619.466664,1.000000
CMAES-APOP Nguyen (2017),1,10,1e-07,1232.33333,1.000000
CMAES-APOP Nguyen (2017),1,20,1e-07,2387.266647,1.000000
CMAES-APOP Nguyen (2017),2,2,1e-07,640.866679,1.000000
CMAES-APOP Nguyen (2017),2,5,1e-07,2021.800034,1.000000
CMAES-APOP Nguyen (2017),2,10,1e-07,5708.73342,1.000000
CMAES-APOP Nguyen (2017),2,20,1e-07,19100.866602,1.000000
CMAES-APOP Nguyen (2017),3,2,1e-07,5162.666768,1.000000
CMAES-APOP Nguyen (2017),3,5,1e-07,277779.332996,0.800000
CMAES-APOP Nguyen (2017),3,10,1e-07,1321715.87416,0.533333
CMAES-APOP Nguyen (2017),3,20,1e-07,15304211139,0.000000
CMAES-APOP Nguyen (2017),8,2,1e-07,495.46672,1.000000
CMAES-APOP Nguyen (2017),8,5,1e-07,2692.133386,1.000000
CMAES-APOP Nguyen (2017),8,10,1e-07,9140.533208,1.000000
CMAES-APOP Nguyen (2017),8,20,1e-07,32522.200896,1.000000
CMAES-APOP Nguyen (2017),15,2,1e-07,3122.866744,1.000000
CMAES-APOP Nguyen (2017),15,5,1e-07,16995.99707,1.000000
CMAES-APOP Nguyen (2017),15,10,1e-07,42049.924978,1.000000
CMAES-APOP Nguyen (2017),15,20,1e-07,98607.9,1.000000
CMAES-APOP-KMA Nguyen (2022),1,2,1e-07,182.066664,1.000000
CMAES-APOP-KMA Nguyen (2022),1,5,1e-07,458.000004,1.000000
CMAES-APOP-KMA Nguyen (2022),1,10,1e-07,878.466669,1.000000
CMAES-APOP-KMA Nguyen (2022),1,20,1e-07,1561.133318,1.000000
